File	Relation ID	PDTB3 sense	Type	Connective	External argument	Internal argument	Full text
maz-19501.xml	17	Expansion.Level-of-detail.Arg2-as-detail	implicit		Die Deutsche Bahn AG macht es richtig spannend .	Sie hatte das Ergebnis der Wirtschaftlichkeitsrechnung für den Betrieb der Stammbahn von Potsdam nach Berlin in diesem Jahr immer wieder angekündigt und verschob die Bekanntgabe der Zahlen mit schöner Regelmäßigkeit .	Die Deutsche Bahn AG macht es richtig spannend . Sie hatte das Ergebnis der Wirtschaftlichkeitsrechnung für den Betrieb der Stammbahn von Potsdam nach Berlin in diesem Jahr immer wieder angekündigt und verschob die Bekanntgabe der Zahlen mit schöner Regelmäßigkeit .
maz-19501.xml	18	Comparison.Concession.Arg2-as-denier	implicit		Das Unternehmen nährte dadurch Spekulationen , dass die bis 1945 existierende Bahnstrecke wohl doch keine Chance auf Wiederaufbau habe .	"Glaubt man den neuesten Verlautbarungen des Bahnsprechers und der Kleinmachnower Initiative "" Stammbahn "" ist dem nicht so ."	"Das Unternehmen nährte dadurch Spekulationen , dass die bis 1945 existierende Bahnstrecke wohl doch keine Chance auf Wiederaufbau habe . Glaubt man den neuesten Verlautbarungen des Bahnsprechers und der Kleinmachnower Initiative "" Stammbahn "" ist dem nicht so ."
maz-5873.xml	2	Expansion.Conjunction	explicit	auch	"Jetzt steht es fest , das ""Goldene-Oktober""-Wetter geht seinem Ende entgegen ."	Mit der ungemütlichen Jahreszeit nehmen die Gefahren auf den Straßen zu , darauf weist die Polizei mit Nachdruck hin .	"Jetzt steht es fest , das ""Goldene-Oktober""-Wetter geht seinem Ende entgegen . Mit der ungemütlichen Jahreszeit nehmen auch die Gefahren auf den Straßen zu , darauf weist die Polizei mit Nachdruck hin ."
maz-5873.xml	4	Expansion.Instantiation.Arg2-as-instance	explicit	beispielsweise	Die Mitarbeiter der Verkehrsunfallbekämpfung im Schutzbereich Teltow-Fläming haben eine Reihe von Hinweisen für eine gute Fahrt durch den Herbst parat .	Sie wissen , dass jetzt wieder verstärkt Wild die Straßen überquert und plötzlich vor Fahrzeugen auftauchen kann .	Die Mitarbeiter der Verkehrsunfallbekämpfung im Schutzbereich Teltow-Fläming haben eine Reihe von Hinweisen für eine gute Fahrt durch den Herbst parat . Sie wissen beispielsweise , dass jetzt wieder verstärkt Wild die Straßen überquert und plötzlich vor Fahrzeugen auftauchen kann .
maz-5873.xml	5	Temporal.Asynchronous.Precedence	explicit	und	Wild die Straßen überquert	plötzlich vor Fahrzeugen auftauchen kann .	Wild die Straßen überquert und plötzlich vor Fahrzeugen auftauchen kann .
maz-5873.xml	10	Contingency.Condition.Arg2-as-cond	explicit	wenn	"Auch bei Laub-""Matten"" auf der Fahrbahn ist Vorsicht angesagt"	, vor allem , sie durch Regen oder Tau nass sind .	"Auch bei Laub-""Matten"" auf der Fahrbahn ist Vorsicht angesagt , vor allem , wenn sie durch Regen oder Tau nass sind ."
maz-5873.xml	12	Contingency.Condition.Arg1-as-cond	explicit	dann	"Auch bei Laub-""Matten"" auf der Fahrbahn ist Vorsicht angesagt , vor allem , wenn sie durch Regen oder Tau nass sind ."	Besonders in Kurven kann zu schnelles Fahren dazu führen , dass Fahrzeuge ausbrechen .	"Auch bei Laub-""Matten"" auf der Fahrbahn ist Vorsicht angesagt , vor allem , wenn sie durch Regen oder Tau nass sind . Besonders in Kurven kann zu schnelles Fahren dann dazu führen , dass Fahrzeuge ausbrechen ."
maz-5873.xml	13	Expansion.Conjunction	explicit	und	die Geschwindigkeit zu drosseln	den Sichtverhältnissen anzupassen .	die Geschwindigkeit zu drosseln und den Sichtverhältnissen anzupassen .
maz-5873.xml	18	Expansion.Conjunction	explicit	und	wir haben das alles schon gehört	wissen theoretisch Bescheid -	wir haben das alles schon gehört und wissen theoretisch Bescheid -
maz-5873.xml	20	Comparison.Concession.Arg2-as-denier	explicit	aber	wir haben das alles schon gehört und wissen theoretisch Bescheid -	in der Realität enden leider zu viele Fahrten aus den genannten Gründen verhängnisvoll .	wir haben das alles schon gehört und wissen theoretisch Bescheid - in der Realität aber enden leider zu viele Fahrten aus den genannten Gründen verhängnisvoll .
maz-5873.xml	21	Expansion.Level-of-detail.Arg2-as-detail	implicit		Mit der ungemütlichen Jahreszeit nehmen auch die Gefahren auf den Straßen zu , darauf weist die Polizei mit Nachdruck hin .	Die Mitarbeiter der Verkehrsunfallbekämpfung im Schutzbereich Teltow-Fläming haben eine Reihe von Hinweisen für eine gute Fahrt durch den Herbst parat .	Mit der ungemütlichen Jahreszeit nehmen auch die Gefahren auf den Straßen zu , darauf weist die Polizei mit Nachdruck hin . Die Mitarbeiter der Verkehrsunfallbekämpfung im Schutzbereich Teltow-Fläming haben eine Reihe von Hinweisen für eine gute Fahrt durch den Herbst parat .
maz-5873.xml	22	Contingency.Cause.Result	implicit		Sie wissen beispielsweise , dass jetzt wieder verstärkt Wild die Straßen überquert und plötzlich vor Fahrzeugen auftauchen kann .	Vor allem beim Durchfahren von Waldstücken sollte darauf geachtet werden .	Sie wissen beispielsweise , dass jetzt wieder verstärkt Wild die Straßen überquert und plötzlich vor Fahrzeugen auftauchen kann . Vor allem beim Durchfahren von Waldstücken sollte darauf geachtet werden .
maz-5873.xml	23	Expansion.Conjunction	implicit		Vor allem beim Durchfahren von Waldstücken sollte darauf geachtet werden .	"Auch bei Laub-""Matten"" auf der Fahrbahn ist Vorsicht angesagt , vor allem , wenn sie durch Regen oder Tau nass sind ."	"Vor allem beim Durchfahren von Waldstücken sollte darauf geachtet werden . Auch bei Laub-""Matten"" auf der Fahrbahn ist Vorsicht angesagt , vor allem , wenn sie durch Regen oder Tau nass sind ."
maz-5873.xml	24	Expansion.Conjunction	implicit		Besonders in Kurven kann zu schnelles Fahren dann dazu führen , dass Fahrzeuge ausbrechen .	Besondere Aufmerksamkeit ist bei Nebel geboten .	Besonders in Kurven kann zu schnelles Fahren dann dazu führen , dass Fahrzeuge ausbrechen . Besondere Aufmerksamkeit ist bei Nebel geboten .
maz-5873.xml	25	Expansion.Level-of-detail.Arg2-as-detail	implicit		Besondere Aufmerksamkeit ist bei Nebel geboten .	""" Dicke Suppe "" ist immer ein Zeichen dafür , die Geschwindigkeit zu drosseln und den Sichtverhältnissen anzupassen ."	"Besondere Aufmerksamkeit ist bei Nebel geboten . "" Dicke Suppe "" ist immer ein Zeichen dafür , die Geschwindigkeit zu drosseln und den Sichtverhältnissen anzupassen ."
maz-5873.xml	26	Expansion.Conjunction	implicit		""" Dicke Suppe "" ist immer ein Zeichen dafür , die Geschwindigkeit zu drosseln und den Sichtverhältnissen anzupassen ."	Bei weiter fortschreitender Jahreszeit ist dann auch schon mit Bodenfrösten und Straßenglätte zu rechnen .	""" Dicke Suppe "" ist immer ein Zeichen dafür , die Geschwindigkeit zu drosseln und den Sichtverhältnissen anzupassen . Bei weiter fortschreitender Jahreszeit ist dann auch schon mit Bodenfrösten und Straßenglätte zu rechnen ."
maz-5873.xml	27	Expansion.Conjunction	implicit		Bei weiter fortschreitender Jahreszeit ist dann auch schon mit Bodenfrösten und Straßenglätte zu rechnen .	Sicher , wir haben das alles schon gehört und wissen theoretisch Bescheid - in der Realität aber enden leider zu viele Fahrten aus den genannten Gründen verhängnisvoll .	Bei weiter fortschreitender Jahreszeit ist dann auch schon mit Bodenfrösten und Straßenglätte zu rechnen . Sicher , wir haben das alles schon gehört und wissen theoretisch Bescheid - in der Realität aber enden leider zu viele Fahrten aus den genannten Gründen verhängnisvoll .
maz-19436.xml	1	Comparison.Concession.Arg1-as-denier	explicit	obwohl	Die Berliner PDS lässt sich bei den Koalitionsverhandlungen mit der regierenden SPD in puncto Flughafenausbau in Schönefeld alles offen	im Wahlkampf ein klares Nein verkündet wurde .	Die Berliner PDS lässt sich bei den Koalitionsverhandlungen mit der regierenden SPD in puncto Flughafenausbau in Schönefeld alles offen obwohl im Wahlkampf ein klares Nein verkündet wurde .
maz-19436.xml	2	Temporal.Synchronous	explicit	sobald	alle Politiker lügen , könnte man sagen .	sie die Macht riechen ,	alle Politiker lügen , sobald sie die Macht riechen , könnte man sagen .
maz-19436.xml	3	Expansion.Conjunction	explicit	Und	Aha , alle Politiker lügen , sobald sie die Macht riechen , könnte man sagen .	natürlich ist es so , dass Kompromisse machen muss , wer in einer Koalition mitregieren will .	Aha , alle Politiker lügen , sobald sie die Macht riechen , könnte man sagen . Und natürlich ist es so , dass Kompromisse machen muss , wer in einer Koalition mitregieren will .
maz-19436.xml	5	Comparison.Concession.Arg2-as-denier	explicit	allerdings	Und natürlich ist es so , dass Kompromisse machen muss , wer in einer Koalition mitregieren will .	Es kommt darauf an , wie wichtig die Sache ist , in der man nachgibt .	Und natürlich ist es so , dass Kompromisse machen muss , wer in einer Koalition mitregieren will . Es kommt allerdings darauf an , wie wichtig die Sache ist , in der man nachgibt .
maz-19436.xml	8	Expansion.Conjunction	explicit	Und	Es kommt allerdings darauf an , wie wichtig die Sache ist , in der man nachgibt .	an der Flughafen-Frage hängt schon viel Glaubwürdigkeit der PDS .	Es kommt allerdings darauf an , wie wichtig die Sache ist , in der man nachgibt . Und an der Flughafen-Frage hängt schon viel Glaubwürdigkeit der PDS .
maz-19436.xml	10	Comparison.Concession.Arg2-as-denier	explicit	aber	Und an der Flughafen-Frage hängt schon viel Glaubwürdigkeit der PDS .	Die gemäßigte Reaktion der Parteibasis lässt noch eine andere Vermutung zu :	Und an der Flughafen-Frage hängt schon viel Glaubwürdigkeit der PDS . Die gemäßigte Reaktion der Parteibasis lässt aber noch eine andere Vermutung zu :
maz-19436.xml	12	Contingency.Cause.Reason	explicit	Denn	Gysi will die Chance der PDS zum Mitregieren in der Bundeshauptstadt nicht für etwas vertun , was sich in einem Jahr womöglich von allein erledigt .	dass der Flughafenausbau in der ursprünglich vom Bund und von den Ländern Berlin und Brandenburg geplanten Dimension noch zum Tragen kommt , das glauben wohl nur noch die Wenigsten - geschweige denn ein Jurist wie Gysi .	Gysi will die Chance der PDS zum Mitregieren in der Bundeshauptstadt nicht für etwas vertun , was sich in einem Jahr womöglich von allein erledigt . Denn dass der Flughafenausbau in der ursprünglich vom Bund und von den Ländern Berlin und Brandenburg geplanten Dimension noch zum Tragen kommt , das glauben wohl nur noch die Wenigsten - geschweige denn ein Jurist wie Gysi .
maz-19436.xml	15	Contingency.Condition.Arg2-as-cond	explicit	Wenn	war sie richtig .	diese Taktik aufgeht ,	Wenn diese Taktik aufgeht , war sie richtig .
maz-19436.xml	16	Contingency.Cause.Result	implicit		Die Berliner PDS lässt sich bei den Koalitionsverhandlungen mit der regierenden SPD in puncto Flughafenausbau in Schönefeld alles offen - obwohl im Wahlkampf ein klares Nein verkündet wurde .	Aha , alle Politiker lügen , sobald sie die Macht riechen , könnte man sagen .	Die Berliner PDS lässt sich bei den Koalitionsverhandlungen mit der regierenden SPD in puncto Flughafenausbau in Schönefeld alles offen - obwohl im Wahlkampf ein klares Nein verkündet wurde . Aha , alle Politiker lügen , sobald sie die Macht riechen , könnte man sagen .
maz-19436.xml	17	Expansion.Level-of-detail.Arg2-as-detail	implicit		Die gemäßigte Reaktion der Parteibasis lässt aber noch eine andere Vermutung zu :	Gysi will die Chance der PDS zum Mitregieren in der Bundeshauptstadt nicht für etwas vertun , was sich in einem Jahr womöglich von allein erledigt .	Die gemäßigte Reaktion der Parteibasis lässt aber noch eine andere Vermutung zu : Gysi will die Chance der PDS zum Mitregieren in der Bundeshauptstadt nicht für etwas vertun , was sich in einem Jahr womöglich von allein erledigt .
maz-19436.xml	18	Contingency.Cause.Reason	implicit		Denn dass der Flughafenausbau in der ursprünglich vom Bund und von den Ländern Berlin und Brandenburg geplanten Dimension noch zum Tragen kommt , das glauben wohl nur noch die Wenigsten - geschweige denn ein Jurist wie Gysi .	Nicht umsonst hat er mehrfach auf die zu erwartenden Gerichtsprozesse um den geplanten Flughafen verwiesen .	Denn dass der Flughafenausbau in der ursprünglich vom Bund und von den Ländern Berlin und Brandenburg geplanten Dimension noch zum Tragen kommt , das glauben wohl nur noch die Wenigsten - geschweige denn ein Jurist wie Gysi . Nicht umsonst hat er mehrfach auf die zu erwartenden Gerichtsprozesse um den geplanten Flughafen verwiesen .
maz-19436.xml	19	Expansion.Conjunction	implicit		Nicht umsonst hat er mehrfach auf die zu erwartenden Gerichtsprozesse um den geplanten Flughafen verwiesen .	Wer wollte ihm da seine Taktik verübeln ?	Nicht umsonst hat er mehrfach auf die zu erwartenden Gerichtsprozesse um den geplanten Flughafen verwiesen . Wer wollte ihm da seine Taktik verübeln ?
maz-19436.xml	20	Contingency.Cause.Result	implicit		Wer wollte ihm da seine Taktik verübeln ?	Wenn diese Taktik aufgeht , war sie richtig .	Wer wollte ihm da seine Taktik verübeln ? Wenn diese Taktik aufgeht , war sie richtig .
maz-9650.xml	1	Comparison.Concession.Arg2-as-denier	explicit	Doch	Lange hat sich die Europäische Zentralbank gesträubt .	gestern hat sie auf die schwache Konjunktur mit einer kräftigen Leitzinssenkung um 0,5 Prozentpunkte auf 3,25 Prozent reagiert .	Lange hat sich die Europäische Zentralbank gesträubt . Doch gestern hat sie auf die schwache Konjunktur mit einer kräftigen Leitzinssenkung um 0,5 Prozentpunkte auf 3,25 Prozent reagiert .
maz-9650.xml	4	Comparison.Concession.Arg1-as-denier	explicit	Auch wenn	- dass die Weltwirtschaft in eine schwere Krise rutscht , bestreitet niemand mehr .	"sich EZB-Chef Wim Duisenberg weiter weigert , das böse R-Wort "" Rezession "" in den Mund zu nehmen"	"Auch wenn sich EZB-Chef Wim Duisenberg weiter weigert , das böse R-Wort "" Rezession "" in den Mund zu nehmen - dass die Weltwirtschaft in eine schwere Krise rutscht , bestreitet niemand mehr ."
maz-9650.xml	7	Comparison.Concession.Arg2-as-denier	explicit	aber	"Auch wenn sich EZB-Chef Wim Duisenberg weiter weigert , das böse R-Wort "" Rezession "" in den Mund zu nehmen - dass die Weltwirtschaft in eine schwere Krise rutscht , bestreitet niemand mehr ."	Fraglich ist , ob niedrige Zinsen und damit billigeres Geld für mehr Investitionen und Konsum und so für den erhofften raschen Aufschwung sorgen .	"Auch wenn sich EZB-Chef Wim Duisenberg weiter weigert , das böse R-Wort "" Rezession "" in den Mund zu nehmen - dass die Weltwirtschaft in eine schwere Krise rutscht , bestreitet niemand mehr . Fraglich ist aber , ob niedrige Zinsen und damit billigeres Geld für mehr Investitionen und Konsum und so für den erhofften raschen Aufschwung sorgen ."
maz-9650.xml	9	Expansion.Conjunction	explicit	und	Fraglich ist aber , ob niedrige Zinsen und damit billigeres Geld für mehr Investitionen und Konsum	so für den erhofften raschen Aufschwung sorgen .	Fraglich ist aber , ob niedrige Zinsen und damit billigeres Geld für mehr Investitionen und Konsum und so für den erhofften raschen Aufschwung sorgen .
maz-9650.xml	10	Expansion.Conjunction	explicit	Außerdem	Die Verunsicherung von Verbrauchern und Unternehmern ist seit dem 11. September weniger ökonomisch als psychologisch begründet .	wirkt Geldpolitik erfahrungsgemäß erst nach einem Jahr .	Die Verunsicherung von Verbrauchern und Unternehmern ist seit dem 11. September weniger ökonomisch als psychologisch begründet . Außerdem wirkt Geldpolitik erfahrungsgemäß erst nach einem Jahr .
maz-9650.xml	12	Contingency.Cause.Result	explicit	deshalb	"Lange hat sich die Europäische Zentralbank gesträubt . Doch gestern hat sie auf die schwache Konjunktur mit einer kräftigen Leitzinssenkung um 0,5 Prozentpunkte auf 3,25 Prozent reagiert . Auch wenn sich EZB-Chef Wim Duisenberg weiter weigert , das böse R-Wort "" Rezession "" in den Mund zu nehmen - dass die Weltwirtschaft in eine schwere Krise rutscht , bestreitet niemand mehr . Fraglich ist aber , ob niedrige Zinsen und damit billigeres Geld für mehr Investitionen und Konsum und so für den erhofften raschen Aufschwung sorgen . Die Verunsicherung von Verbrauchern und Unternehmern ist seit dem 11. September weniger ökonomisch als psychologisch begründet . Außerdem wirkt Geldpolitik erfahrungsgemäß erst nach einem Jahr ."	Die wichtigste Botschaft der Zinsentscheidung ist eine andere :	"Lange hat sich die Europäische Zentralbank gesträubt . Doch gestern hat sie auf die schwache Konjunktur mit einer kräftigen Leitzinssenkung um 0,5 Prozentpunkte auf 3,25 Prozent reagiert . Auch wenn sich EZB-Chef Wim Duisenberg weiter weigert , das böse R-Wort "" Rezession "" in den Mund zu nehmen - dass die Weltwirtschaft in eine schwere Krise rutscht , bestreitet niemand mehr . Fraglich ist aber , ob niedrige Zinsen und damit billigeres Geld für mehr Investitionen und Konsum und so für den erhofften raschen Aufschwung sorgen . Die Verunsicherung von Verbrauchern und Unternehmern ist seit dem 11. September weniger ökonomisch als psychologisch begründet . Außerdem wirkt Geldpolitik erfahrungsgemäß erst nach einem Jahr . Die wichtigste Botschaft der Zinsentscheidung ist deshalb eine andere :"
maz-9650.xml	13	Expansion.Substitution.Arg2-as-subst	explicit	sondern	Die Währungshüter haben ihren Teil getan , jetzt können die Politiker nicht mehr die Verantwortung abschieben ,	müssen selbst mit ihren Mitteln aktiv werden .	Die Währungshüter haben ihren Teil getan , jetzt können die Politiker nicht mehr die Verantwortung abschieben , sondern müssen selbst mit ihren Mitteln aktiv werden .
maz-9650.xml	14	Expansion.Level-of-detail.Arg2-as-detail	implicit		Die wichtigste Botschaft der Zinsentscheidung ist deshalb eine andere :	Die Währungshüter haben ihren Teil getan , jetzt können die Politiker nicht mehr die Verantwortung abschieben , sondern müssen selbst mit ihren Mitteln aktiv werden .	Die wichtigste Botschaft der Zinsentscheidung ist deshalb eine andere : Die Währungshüter haben ihren Teil getan , jetzt können die Politiker nicht mehr die Verantwortung abschieben , sondern müssen selbst mit ihren Mitteln aktiv werden .
maz-00002.xml	1	Expansion.Conjunction	explicit	und	Eltern beschweren sich über veraltete Schulbücher , Kommunen jammern über leere Kassen	Schulbuchverlage beklagen Umsatzeinbrüche .	Eltern beschweren sich über veraltete Schulbücher , Kommunen jammern über leere Kassen und Schulbuchverlage beklagen Umsatzeinbrüche .
maz-00002.xml	2	Expansion.Conjunction	explicit	Zum einen zum anderen	zum anderen müssen sich märkische Eltern am Buchkauf beteiligen .	wurden nach der Wende fast alle Schulbuchbestände ausgetauscht ,	Zum einen wurden nach der Wende fast alle Schulbuchbestände ausgetauscht , zum anderen müssen sich märkische Eltern am Buchkauf beteiligen .
maz-00002.xml	3	Comparison.Concession.Arg2-as-denier	explicit	Doch	Trommeln gehört halt zum Geschäft .	unterm Strich stehen Brandenburgs Schulen ganz gut da .	Trommeln gehört halt zum Geschäft . Doch unterm Strich stehen Brandenburgs Schulen ganz gut da .
maz-00002.xml	4	Contingency.Cause.Reason	explicit	Denn	Dafür gibt es sogar Lob von den Schulbuchverlagen .	in vielen alten Bundesländern gilt noch immer die Lernmittelfreiheit :	Dafür gibt es sogar Lob von den Schulbuchverlagen . Denn in vielen alten Bundesländern gilt noch immer die Lernmittelfreiheit :
maz-00002.xml	8	Contingency.Condition.Arg2-as-cond	explicit	Wenn	wird die regelmäßige Schulbucherneuerung zur Illusion .	immer mehr Kommunen finanziell ausbluten ,	Wenn immer mehr Kommunen finanziell ausbluten , wird die regelmäßige Schulbucherneuerung zur Illusion .
maz-00002.xml	9	Contingency.Cause.Result	explicit	Deshalb	Wenn immer mehr Kommunen finanziell ausbluten , wird die regelmäßige Schulbucherneuerung zur Illusion .	ist auch die Landesregierung gefragt :	Wenn immer mehr Kommunen finanziell ausbluten , wird die regelmäßige Schulbucherneuerung zur Illusion . Deshalb ist auch die Landesregierung gefragt :
maz-00002.xml	13	Comparison.Contrast	explicit	aber	für teure Modellprojekte wie Schnellläuferklassen oder Ganztagsschulen Geld locker gemacht ,	an der Grundausstattung gespart wird .	für teure Modellprojekte wie Schnellläuferklassen oder Ganztagsschulen Geld locker gemacht , aber an der Grundausstattung gespart wird .
maz-00002.xml	14	Expansion.Instantiation.Arg2-as-instance	implicit		Die Litanei ist nicht neu :	Eltern beschweren sich über veraltete Schulbücher , Kommunen jammern über leere Kassen und Schulbuchverlage beklagen Umsatzeinbrüche .	Die Litanei ist nicht neu : Eltern beschweren sich über veraltete Schulbücher , Kommunen jammern über leere Kassen und Schulbuchverlage beklagen Umsatzeinbrüche .
maz-00002.xml	15	Contingency.Cause.Result	implicit		Eltern beschweren sich über veraltete Schulbücher , Kommunen jammern über leere Kassen und Schulbuchverlage beklagen Umsatzeinbrüche .	Trommeln gehört halt zum Geschäft .	Eltern beschweren sich über veraltete Schulbücher , Kommunen jammern über leere Kassen und Schulbuchverlage beklagen Umsatzeinbrüche . Trommeln gehört halt zum Geschäft .
maz-00002.xml	16	Contingency.Cause.Reason	implicit		Doch unterm Strich stehen Brandenburgs Schulen ganz gut da .	Zum einen wurden nach der Wende fast alle Schulbuchbestände ausgetauscht , zum anderen müssen sich märkische Eltern am Buchkauf beteiligen .	Doch unterm Strich stehen Brandenburgs Schulen ganz gut da . Zum einen wurden nach der Wende fast alle Schulbuchbestände ausgetauscht , zum anderen müssen sich märkische Eltern am Buchkauf beteiligen .
maz-00002.xml	17	Expansion.Conjunction	implicit		Zum einen wurden nach der Wende fast alle Schulbuchbestände ausgetauscht , zum anderen müssen sich märkische Eltern am Buchkauf beteiligen .	Dafür gibt es sogar Lob von den Schulbuchverlagen .	Zum einen wurden nach der Wende fast alle Schulbuchbestände ausgetauscht , zum anderen müssen sich märkische Eltern am Buchkauf beteiligen . Dafür gibt es sogar Lob von den Schulbuchverlagen .
maz-00002.xml	18	Expansion.Equivalence	implicit		Denn in vielen alten Bundesländern gilt noch immer die Lernmittelfreiheit :	Eltern müssen nichts zuzahlen .	Denn in vielen alten Bundesländern gilt noch immer die Lernmittelfreiheit : Eltern müssen nichts zuzahlen .
maz-00002.xml	19	Comparison.Concession.Arg2-as-denier	implicit		Eltern müssen nichts zuzahlen .	Der Preis dafür ist hoch - gerade dort wird oft mit völlig veraltetem Material gearbeitet .	Eltern müssen nichts zuzahlen . Der Preis dafür ist hoch - gerade dort wird oft mit völlig veraltetem Material gearbeitet .
maz-00002.xml	20	Comparison.Concession.Arg2-as-denier	explicit	Doch	Der Preis dafür ist hoch - gerade dort wird oft mit völlig veraltetem Material gearbeitet .	Doch auch Brandenburg muss aufpassen .	Der Preis dafür ist hoch - gerade dort wird oft mit völlig veraltetem Material gearbeitet . Doch auch Brandenburg muss aufpassen .
maz-00002.xml	21	Contingency.Cause.Reason	implicit		Doch auch Brandenburg muss aufpassen .	Wenn immer mehr Kommunen finanziell ausbluten , wird die regelmäßige Schulbucherneuerung zur Illusion .	Doch auch Brandenburg muss aufpassen . Wenn immer mehr Kommunen finanziell ausbluten , wird die regelmäßige Schulbucherneuerung zur Illusion .
maz-00002.xml	22	Contingency.Cause.Reason	implicit		Deshalb ist auch die Landesregierung gefragt :	Es kann nicht sein , dass für teure Modellprojekte wie Schnellläuferklassen oder Ganztagsschulen Geld locker gemacht , aber an der Grundausstattung gespart wird .	Deshalb ist auch die Landesregierung gefragt : Es kann nicht sein , dass für teure Modellprojekte wie Schnellläuferklassen oder Ganztagsschulen Geld locker gemacht , aber an der Grundausstattung gespart wird .
maz-5007.xml	8	Comparison.Concession.Arg2-as-denier	explicit	Aber	Richtig , als Nicht-Teschendorfer erlebt man die Sorgen und Nöte um den Lkw-Verkehr im Griebener Weg nicht jeden Tag hautnah und live mit .	gerade deshalb ist es einem Auswärtigen wohl ganz gut möglich , sich ein objektives Bild von der Situation vor Ort zu machen .	Richtig , als Nicht-Teschendorfer erlebt man die Sorgen und Nöte um den Lkw-Verkehr im Griebener Weg nicht jeden Tag hautnah und live mit . Aber gerade deshalb ist es einem Auswärtigen wohl ganz gut möglich , sich ein objektives Bild von der Situation vor Ort zu machen .
maz-5007.xml	11	Expansion.Conjunction	explicit	Und	Häufigen Lkw-Verkehr vor der Haustür finde ich auch nicht gerade toll .	wenn sich die Brummis nicht an die Geschwindigkeitsbegrenzung von 30 km/h halten , sind Lärm und Ärger vorprogrammiert .	Häufigen Lkw-Verkehr vor der Haustür finde ich auch nicht gerade toll . Und wenn sich die Brummis nicht an die Geschwindigkeitsbegrenzung von 30 km/h halten , sind Lärm und Ärger vorprogrammiert .
maz-5007.xml	13	Contingency.Condition.Arg2-as-cond	explicit	wenn	sind Lärm und Ärger vorprogrammiert .	Und sich die Brummis nicht an die Geschwindigkeitsbegrenzung von 30 km/h halten ,	Und wenn sich die Brummis nicht an die Geschwindigkeitsbegrenzung von 30 km/h halten , sind Lärm und Ärger vorprogrammiert .
maz-5007.xml	18	Contingency.Cause.Result	explicit	deshalb	Und wenn sich die Brummis nicht an die Geschwindigkeitsbegrenzung von 30 km/h halten , sind Lärm und Ärger vorprogrammiert .	Ordentliche Straßen und Tempokontrollen zu fordern , ist völlig legitim .	Und wenn sich die Brummis nicht an die Geschwindigkeitsbegrenzung von 30 km/h halten , sind Lärm und Ärger vorprogrammiert . Ordentliche Straßen und Tempokontrollen zu fordern , ist deshalb völlig legitim .
maz-5007.xml	19	Expansion.Conjunction	explicit	Und	Ordentliche Straßen und Tempokontrollen zu fordern , ist deshalb völlig legitim .	die Gemeinde hat bereits signalisiert , die Anlieger dabei unterstützen zu wollen .	Ordentliche Straßen und Tempokontrollen zu fordern , ist deshalb völlig legitim . Und die Gemeinde hat bereits signalisiert , die Anlieger dabei unterstützen zu wollen .
maz-5007.xml	24	Expansion.Disjunction	explicit	oder	Sozialer Frieden für rund 200 Arbeitnehmer und deren Angehörige	private Ruhe für etwa zehn Anlieger ?	Sozialer Frieden für rund 200 Arbeitnehmer und deren Angehörige oder private Ruhe für etwa zehn Anlieger ?
maz-5007.xml	25	Expansion.Conjunction	explicit	Und	Ehrlich , ich ziehe Arbeit vor .	wie würden Sie entscheiden ?	Ehrlich , ich ziehe Arbeit vor . Und wie würden Sie entscheiden ?
maz-5007.xml	26	Expansion.Instantiation.Arg2-as-instance	implicit		Nun zu den Argumenten der Gegenseite .	Ein Zweischichtsystem ohne wirtschaftliche Notwendigkeit auf eine Schicht reduzieren zu müssen , bringt gegenüber der Konkurrenz zwangsläufig Nachteile mit sich , die bis zur Unrentabilität , Aufgabe des Firmenstandortes und den Verlust von Arbeitsplätzen führen .	Nun zu den Argumenten der Gegenseite . Ein Zweischichtsystem ohne wirtschaftliche Notwendigkeit auf eine Schicht reduzieren zu müssen , bringt gegenüber der Konkurrenz zwangsläufig Nachteile mit sich , die bis zur Unrentabilität , Aufgabe des Firmenstandortes und den Verlust von Arbeitsplätzen führen .
maz-5007.xml	27	Expansion.Level-of-detail.Arg2-as-detail	implicit		Bleibt unterm Strich die Frage aller Fragen :	Sozialer Frieden für rund 200 Arbeitnehmer und deren Angehörige oder private Ruhe für etwa zehn Anlieger ?	Bleibt unterm Strich die Frage aller Fragen : Sozialer Frieden für rund 200 Arbeitnehmer und deren Angehörige oder private Ruhe für etwa zehn Anlieger ?
maz-5007.xml	28	Expansion.Level-of-detail.Arg1-as-detail	implicit		Sozialer Frieden für rund 200 Arbeitnehmer und deren Angehörige oder private Ruhe für etwa zehn Anlieger ?	Ehrlich , ich ziehe Arbeit vor .	Sozialer Frieden für rund 200 Arbeitnehmer und deren Angehörige oder private Ruhe für etwa zehn Anlieger ? Ehrlich , ich ziehe Arbeit vor .
maz-6539.xml	1	Contingency.Cause.Reason	explicit	weil	Der Kanzler gibt seinen Berliner Genossen den entscheidenden Fingerzeig in Richtung rot-gelb-grüner Ampel-Koalition ,	er sich die Liberalen als möglichen Koalitionspartner für die Bundestagswahl im kommenden Jahr warmhalten möchte .	Der Kanzler gibt seinen Berliner Genossen den entscheidenden Fingerzeig in Richtung rot-gelb-grüner Ampel-Koalition , weil er sich die Liberalen als möglichen Koalitionspartner für die Bundestagswahl im kommenden Jahr warmhalten möchte .
